,start,end,latitude,longitude,MODISProduct,gmail,sitenickName,abovebelow,leftright,siteName,LINK
96,2015-01-01,2021-01-01,36.01,-85.13,MCD15A3H,libonaniup@gmail.com,TNC7N,18,18,TN_Crossville_7_NW,https://modis.ornl.gov/subsetdata/20May2021_12:26:32_088657014L36.01L-85.13S73L73_MCD15A3H_TNC7N/statistics_Lai_500m.csv
97,2015-01-01,2021-01-01,30.62,-98.08,MCD15A3H,libonaniup@gmail.com,TXA3N,18,18,TX_Austin_33_NW,https://modis.ornl.gov/subsetdata/20May2021_12:26:34_822235104L30.62L-98.08S73L73_MCD15A3H_TXA3N/statistics_Lai_500m.csv
98,2015-01-01,2021-01-01,32.04,-100.25,MCD15A3H,libonaniup@gmail.com,TXB1N,18,18,TX_Bronte_11_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:26:37_338451725L32.04L-100.25S73L73_MCD15A3H_TXB1N/statistics_Lai_500m.csv
99,2015-01-01,2021-01-01,26.53,-98.06,MCD15A3H,libonaniup@gmail.com,TXE1N,18,18,TX_Edinburg_17_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:26:42_244946735L26.53L-98.06S73L73_MCD15A3H_TXE1N/statistics_Lai_500m.csv
100,2015-01-01,2021-01-01,31.62,-102.81,MCD15A3H,libonaniup@gmail.com,TXM6E,18,18,TX_Monahans_6_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:26:44_575126918L31.62L-102.81S73L73_MCD15A3H_TXM6E/statistics_Lai_500m.csv
101,2015-01-01,2021-01-01,33.96,-102.77,MCD15A3H,libonaniup@gmail.com,TXM1S,18,18,TX_Muleshoe_19_S,https://modis.ornl.gov/subsetdata/20May2021_12:26:46_889576969L33.96L-102.77S73L73_MCD15A3H_TXM1S/statistics_Lai_500m.csv
102,2015-01-01,2021-01-01,31.78,-95.72,MCD15A3H,libonaniup@gmail.com,TXP6W,18,18,TX_Palestine_6_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:26:49_147026507L31.78L-95.72S73L73_MCD15A3H_TXP6W/statistics_Lai_500m.csv
103,2015-01-01,2021-01-01,29.35,-103.21,MCD15A3H,libonaniup@gmail.com,TXPJ2N,18,18,TX_Panther_Junction_2_N,https://modis.ornl.gov/subsetdata/20May2021_12:26:51_367123750L29.35L-103.21S73L73_MCD15A3H_TXPJ2N/statistics_Lai_500m.csv
104,2015-01-01,2021-01-01,28.3,-96.82,MCD15A3H,libonaniup@gmail.com,TXPA3N,18,18,TX_Port_Aransas_32_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:26:53_788903475L28.3L-96.82S73L73_MCD15A3H_TXPA3N/statistics_Lai_500m.csv
105,2015-01-01,2021-01-01,41.62,-112.54,MCD15A3H,libonaniup@gmail.com,UTBC2W,18,18,UT_Brigham_City_28_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:26:56_074717893L41.62L-112.54S73L73_MCD15A3H_UTBC2W/statistics_Lai_500m.csv
106,2015-01-01,2021-01-01,37.29,-75.93,MCD15A3H,libonaniup@gmail.com,VACC5E,18,18,VA_Cape_Charles_5_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:26:58_545369367L37.29L-75.93S73L73_MCD15A3H_VACC5E/statistics_Lai_500m.csv
107,2015-01-01,2021-01-01,38.0,-78.47,MCD15A3H,libonaniup@gmail.com,VAC2S,18,18,VA_Charlottesville_2_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:27:01_534424272L38.0L-78.47S73L73_MCD15A3H_VAC2S/statistics_Lai_500m.csv
108,2015-01-01,2021-01-01,48.54,-121.45,MCD15A3H,libonaniup@gmail.com,WAD2N,18,18,WA_Darrington_21_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:27:04_318652348L48.54L-121.45S73L73_MCD15A3H_WAD2N/statistics_Lai_500m.csv
109,2015-01-01,2021-01-01,47.51,-123.81,MCD15A3H,libonaniup@gmail.com,WAQ4N,18,18,WA_Quinault_4_NE,https://modis.ornl.gov/subsetdata/20May2021_12:27:06_827058493L47.51L-123.81S73L73_MCD15A3H_WAQ4N/statistics_Lai_500m.csv
110,2015-01-01,2021-01-01,47.42,-117.53,MCD15A3H,libonaniup@gmail.com,WAS1S,18,18,WA_Spokane_17_SSW,https://modis.ornl.gov/subsetdata/20May2021_12:27:09_307425726L47.42L-117.53S73L73_MCD15A3H_WAS1S/statistics_Lai_500m.csv
111,2015-01-01,2021-01-01,44.06,-90.17,MCD15A3H,libonaniup@gmail.com,WIN5W,18,18,WI_Necedah_5_WNW,https://modis.ornl.gov/subsetdata/20May2021_12:27:12_057086665L44.06L-90.17S73L73_MCD15A3H_WIN5W/statistics_Lai_500m.csv
112,2015-01-01,2021-01-01,39.01,-79.47,MCD15A3H,libonaniup@gmail.com,WVE2E,18,18,WV_Elkins_21_ENE,https://modis.ornl.gov/subsetdata/20May2021_12:27:15_244341860L39.01L-79.47S73L73_MCD15A3H_WVE2E/statistics_Lai_500m.csv
113,2015-01-01,2021-01-01,42.68,-108.67,MCD15A3H,libonaniup@gmail.com,WYL1S,18,18,WY_Lander_11_SSE,https://modis.ornl.gov/subsetdata/20May2021_12:27:17_477468571L42.68L-108.67S73L73_MCD15A3H_WYL1S/statistics_Lai_500m.csv
114,2015-01-01,2021-01-01,43.66,-110.71,MCD15A3H,libonaniup@gmail.com,WYM1N,18,18,WY_Moose_1_NNE,https://modis.ornl.gov/subsetdata/20May2021_12:27:20_189685197L43.66L-110.71S73L73_MCD15A3H_WYM1N/statistics_Lai_500m.csv
115,2015-01-01,2021-01-01,44.52,-104.44,MCD15A3H,libonaniup@gmail.com,WYS8N,18,18,WY_Sundance_8_NNW,https://modis.ornl.gov/subsetdata/20May2021_12:27:22_460499722L44.52L-104.44S73L73_MCD15A3H_WYS8N/statistics_Lai_500m.csv
